,name,y,x,z,,,,,,,,,,h,dx,dy,dz,dd,,,,,fix,,,time,,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,p
428,pt1524,877759.0675,2107544.0020,123.3883," 52:36:14.80239"," 41:26:43.75793",131.6649,,,,,,,2.0922,0.0012,0.0024,0.0027,0.0016,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:16:18.0,2022-02-02 14:16:20.0,2022-02-02 11:16:18.0,2022-02-02 11:16:20.0,рельеф,2.0,42,35,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:36:52"," 227:05:05.78"," -01:16:48"," -02:16:48"," 166:22:48.00"," 52:36:14.80240"," 41:26:43.75793",123.3883,18940.4232," 350:46:24.55198",0.0000,,,,,,,0:0:2
429,pt1525,877758.6546,2107524.3229,123.5887," 52:36:14.78869"," 41:26:42.71227",131.8653,,,,,,,2.0922,0.0055,0.0033,0.0064,0.0087,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:16:47.0,2022-02-02 14:16:49.0,2022-02-02 11:16:47.0,2022-02-02 11:16:49.0,рельеф,2.0,42,35,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:31:14"," 149:28:13.16"," -02:25:48"," 00:40:12"," 164:53:24.00"," 52:36:14.78870"," 41:26:42.71227",123.5887,18937.6847," 350:49:56.84747",0.0000,,,,,,,0:0:2
430,pt1526,877758.5421,2107519.6180,123.5936," 52:36:14.78497"," 41:26:42.46227",131.8702,,,,,,,2.0922,0.0094,0.0061,0.0112,0.0040,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:17:04.0,2022-02-02 14:17:06.0,2022-02-02 11:17:04.0,2022-02-02 11:17:06.0,рельеф,2.0,42,35,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:40:45"," 127:02:16.19"," -01:25:48"," 00:52:48"," 158:39:00.00"," 52:36:14.78498"," 41:26:42.46227",123.5936,18937.0468," 350:50:47.63713",0.0000,,,,,,,0:0:2
431,pt1527,877758.8699,2107508.2135,123.5761," 52:36:14.79538"," 41:26:41.85627",131.8527,,,,,,,2.0922,0.0188,0.0073,0.0201,0.0165,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:17:33.0,2022-02-02 14:17:35.0,2022-02-02 11:17:33.0,2022-02-02 11:17:35.0,рельеф,4.0,40,33,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:27:36"," 123:52:42.45"," -02:13:12"," 01:03:36"," 149:24:36.00"," 52:36:14.79539"," 41:26:41.85627",123.5761,18934.9122," 350:52:49.72375",0.0000,,,,,,,0:0:2
432,pt1528,877759.4755,2107497.9302,123.5138," 52:36:14.81480"," 41:26:41.30983",131.7904,,,,,,,2.0922,0.0080,0.0042,0.0090,0.0080,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:17:57.0,2022-02-02 14:17:59.0,2022-02-02 11:17:57.0,2022-02-02 11:17:59.0,рельеф,2.0,40,33,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:01:26"," 162:21:26.72"," -02:00:00"," 00:18:36"," 171:10:12.00"," 52:36:14.81481"," 41:26:41.30983",123.5138,18932.6873," 350:54:39.29867",0.0000,,,,,,,0:0:2
433,pt1529,877760.0370,2107488.9812,123.5445," 52:36:14.83281"," 41:26:40.83430",131.8211,,,,,,,2.0922,0.0054,0.0123,0.0134,0.0013,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:18:35.0,2022-02-02 14:18:37.0,2022-02-02 11:18:35.0,2022-02-02 11:18:37.0,рельеф,2.0,40,33,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:43:13"," 318:49:43.74"," 00:43:12"," -00:01:12"," 140:25:12.00"," 52:36:14.83282"," 41:26:40.83430",123.5444,18930.7211," 350:56:14.61768",0.0000,,,,,,,0:0:2
434,pt1530,877760.2409,2107481.0650,123.5448," 52:36:14.83926"," 41:26:40.41365",131.8214,,,,,,,2.0922,0.0070,0.0017,0.0072,0.0052,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:19:08.0,2022-02-02 14:19:10.0,2022-02-02 11:19:08.0,2022-02-02 11:19:10.0,рельеф,2.0,40,33,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:04:37"," 167:45:26.33"," -01:03:36"," 00:11:24"," 177:55:12.00"," 52:36:14.83927"," 41:26:40.41365",123.5448,18929.2744," 350:57:39.45403",0.0000,,,,,,,0:0:2
435,pt1531,877759.9987,2107477.1650,123.7140," 52:36:14.83121"," 41:26:40.20643",131.9906,,,,,,,2.0922,0.0020,0.0062,0.0065,0.0028,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:19:31.0,2022-02-02 14:19:33.0,2022-02-02 11:19:31.0,2022-02-02 11:19:33.0,посадгр,4.0,39,33,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:02:05"," 173:17:58.33"," -02:59:24"," 00:31:12"," 183:10:12.00"," 52:36:14.83122"," 41:26:40.20643",123.7140,18928.9053," 350:58:21.84706",0.0000,,,,,,,0:0:2
436,pt1532,877782.3293,2107491.0636,123.7059," 52:36:15.55402"," 41:26:40.94431",131.9825,,,,,,,2.0922,0.0039,0.0019,0.0044,0.0003,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:20:28.0,2022-02-02 14:20:30.0,2022-02-02 11:20:28.0,2022-02-02 11:20:30.0,рельеф,2.0,40,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:42:28"," 115:12:20.92"," 01:06:36"," 02:28:12"," 229:23:24.00"," 52:36:15.55403"," 41:26:40.94431",123.7059,18909.0351," 350:55:13.88065",0.0000,,,,,,,0:0:2
437,pt1533,877802.0215,2107492.4901,123.8136," 52:36:16.19111"," 41:26:41.01955",132.0902,,,,,,,2.0922,0.0211,0.0069,0.0222,0.0107,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:20:54.0,2022-02-02 14:20:56.0,2022-02-02 11:20:54.0,2022-02-02 11:20:56.0,рельеф,2.0,39,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:30:05"," 217:04:17.07"," -02:24:36"," -00:40:12"," 201:31:48.00"," 52:36:16.19112"," 41:26:41.01955",123.8136,18889.8148," 350:54:24.56627",0.0000,,,,,,,0:0:2
438,pt1534,877840.2613,2107496.3787,123.8891," 52:36:17.42827"," 41:26:41.22509",132.1657,,,,,,,2.0922,0.0020,0.0003,0.0020,0.0049,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:21:51.0,2022-02-02 14:21:53.0,2022-02-02 11:21:51.0,2022-02-02 11:21:53.0,рельеф,2.0,41,33,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:05:34"," 225:07:19.52"," -01:57:00"," 00:45:36"," 246:25:12.00"," 52:36:17.42828"," 41:26:41.22509",123.8891,18852.6723," 350:52:36.43155",0.0000,,,,,,,0:0:2
439,pt1535,877839.5031,2107487.7942,123.8454," 52:36:17.40359"," 41:26:40.76895",132.1220,,,,,,,2.0922,0.0038,0.0017,0.0042,0.0042,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:22:49.0,2022-02-02 14:22:51.0,2022-02-02 11:22:49.0,2022-02-02 11:22:51.0,рельеф,2.0,40,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:42:39"," 119:20:39.63"," -00:03:00"," 01:42:36"," 207:40:12.00"," 52:36:17.40360"," 41:26:40.76895",123.8454,18852.0619," 350:54:10.48748",0.0000,,,,,,,0:0:2
440,pt1536,877840.3572,2107480.2379,123.9687," 52:36:17.43109"," 41:26:40.36741",132.2453,,,,,,,2.0922,0.0099,0.0389,0.0401,0.0248,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:23:21.0,2022-02-02 14:23:23.0,2022-02-02 11:23:21.0,2022-02-02 11:23:23.0,посадгр,2.0,38,29,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 06:07:37"," 251:08:51.63"," -04:36:36"," -04:02:24"," 209:50:24.00"," 52:36:17.43110"," 41:26:40.36741",123.9687,18850.0247," 350:55:30.65602",0.0000,,,,,,,0:0:2
441,pt1537,877839.7933,2107511.5237,123.8179," 52:36:17.41339"," 41:26:42.02987",132.0945,,,,,,,2.0922,0.0031,0.0015,0.0034,0.0014,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:24:39.0,2022-02-02 14:24:41.0,2022-02-02 11:24:39.0,2022-02-02 11:24:41.0,рельеф,4.0,39,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:41:31"," 280:18:17.46"," -00:31:12"," 01:36:36"," 352:24:36.00"," 52:36:17.41340"," 41:26:42.02987",123.8179,18855.5419," 350:49:53.65909",0.0000,,,,,,,0:0:2
442,pt1538,877840.6700,2107523.7420,123.7556," 52:36:17.44196"," 41:26:42.67909",132.0322,,,,,,,2.0922,0.0017,0.0038,0.0041,0.0032,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:27:14.0,2022-02-02 14:27:16.0,2022-02-02 11:27:14.0,2022-02-02 11:27:16.0,рельеф,2.0,38,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:58:47"," 258:31:23.60"," 00:14:24"," 00:57:00"," 02:42:00.00"," 52:36:17.44197"," 41:26:42.67909",123.7556,18856.6274," 350:47:40.18340",0.0000,,,,,,,0:0:2
443,pt1539,877843.7319,2107536.8150,123.7273," 52:36:17.54124"," 41:26:43.37367",132.0039,,,,,,,2.0922,0.0092,0.0060,0.0110,0.0015,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:27:38.0,2022-02-02 14:27:40.0,2022-02-02 11:27:38.0,2022-02-02 11:27:40.0,рельеф,2.0,38,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:58:03"," 276:26:03.66"," -00:07:12"," 00:57:36"," 359:18:36.00"," 52:36:17.54125"," 41:26:43.37367",123.7273,18855.7012," 350:45:13.65461",0.0000,,,,,,,0:0:2
444,pt1540,877846.6427,2107548.0633,123.7452," 52:36:17.63560"," 41:26:43.97129",132.0218,,,,,,,2.0922,0.0074,0.0060,0.0095,0.0008,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:28:03.0,2022-02-02 14:28:05.0,2022-02-02 11:28:03.0,2022-02-02 11:28:05.0,рельеф,2.0,38,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:50:56"," 122:52:39.43"," 00:37:12"," -00:34:48"," 345:58:12.00"," 52:36:17.63561"," 41:26:43.97129",123.7452,18854.6390," 350:43:07.07858",0.0000,,,,,,,0:0:2
445,pt1541,877849.4473,2107557.9162,123.7188," 52:36:17.72650"," 41:26:44.49477",131.9954,,,,,,,2.0922,0.0069,0.0109,0.0129,0.0005,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:28:25.0,2022-02-02 14:28:27.0,2022-02-02 11:28:25.0,2022-02-02 11:28:27.0,рельеф,3.0,39,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:53:45"," 191:04:00.73"," 02:26:24"," 01:33:36"," 338:27:36.00"," 52:36:17.72651"," 41:26:44.49477",123.7188,18853.4631," 350:41:15.74261",0.0000,,,,,,,0:0:2
446,pt1542,877849.2092,2107577.9215,123.6395," 52:36:17.71913"," 41:26:45.55781",131.9161,,,,,,,2.0922,0.0069,0.0020,0.0072,0.0034,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:29:27.0,2022-02-02 14:29:29.0,2022-02-02 11:29:27.0,2022-02-02 11:29:29.0,рельеф,2.0,39,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:36:48"," 52:45:09.79"," -01:39:36"," -03:12:36"," 350:04:12.00"," 52:36:17.71915"," 41:26:45.55781",123.6395,18856.9458," 350:37:40.21459",0.0000,,,,,,,0:0:2
447,pt1543,877851.6581,2107497.0795,123.8499," 52:36:17.79698"," 41:26:41.26200",132.1265,,,,,,,2.0922,0.0026,0.0075,0.0080,0.0028,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:32:36.0,2022-02-02 14:32:38.0,2022-02-02 11:32:36.0,2022-02-02 11:32:38.0,рельеф,2.0,40,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:22:43"," 80:47:40.66"," 02:31:48"," 02:14:24"," 219:15:00.00"," 52:36:17.79699"," 41:26:41.26200",123.8499,18841.5310," 350:52:09.07362",0.0000,,,,,,,0:0:2
448,pt1544,877875.2552,2107497.4875,123.8280," 52:36:18.56037"," 41:26:41.28301",132.1046,,,,,,,2.0922,0.0151,0.0085,0.0174,0.0010,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:33:05.0,2022-02-02 14:33:07.0,2022-02-02 11:33:05.0,2022-02-02 11:33:07.0,рельеф,2.0,38,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:37:47"," 98:22:56.51"," -00:18:36"," 01:36:00"," 177:25:12.00"," 52:36:18.56038"," 41:26:41.28301",123.8280,18818.2981," 350:51:23.61271",0.0000,,,,,,,0:0:2
449,pt1545,877870.1308,2107479.0308,123.8457," 52:36:18.39427"," 41:26:40.30241",132.1223,,,,,,,2.0922,0.0021,0.0060,0.0064,0.0038,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:34:04.0,2022-02-02 14:34:06.0,2022-02-02 11:34:04.0,2022-02-02 11:34:06.0,посадгр,2.0,38,31,1.2000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:08:10"," 163:49:38.67"," -00:06:36"," -00:04:48"," 127:48:00.00"," 52:36:18.39428"," 41:26:40.30241",123.8457,18820.4341," 350:54:52.25220",0.0000,,,,,,,0:0:2
450,pt1546,877890.0956,2107478.5973,123.8292," 52:36:19.04015"," 41:26:40.27880",132.1058,,,,,,,2.0922,0.0045,0.0012,0.0046,0.0040,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:34:43.0,2022-02-02 14:34:45.0,2022-02-02 11:34:43.0,2022-02-02 11:34:45.0,посадгр,2.0,37,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 05:54:19"," 173:15:48.20"," 03:07:48"," 05:00:36"," 295:10:48.00"," 52:36:19.04016"," 41:26:40.27880",123.8292,18800.6514," 350:54:22.36044",0.0000,,,,,,,0:0:2
451,pt1547,877889.3148,2107478.5943,123.9970," 52:36:19.01488"," 41:26:40.27867",132.2736,,,,,,,2.0922,0.0048,0.0063,0.0079,0.0074,2.0000,Веха(P),EFT:M2,30,RTK ФИКС.,2022-02-02 14:35:16.0,2022-02-02 14:35:45.0,2022-02-02 11:35:16.0,2022-02-02 11:35:45.0,рп,2.0,38,29,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:15:20"," 292:35:21.59"," -00:13:12"," -00:07:48"," 262:00:36.00"," 52:36:19.01490"," 41:26:40.27867",123.9970,18801.4213," 350:54:23.74649",0.0000,,,,,,,0:0:29
452,pt1548,877880.8954,2107473.3702,123.7540," 52:36:18.74242"," 41:26:40.00131",132.0306,,,,,,,2.0922,0.0028,0.0044,0.0052,0.0066,2.0000,Веха(P),EFT:M2,7,RTK ФИКС.,2022-02-02 14:36:09.0,2022-02-02 14:36:15.0,2022-02-02 11:36:09.0,2022-02-02 11:36:15.0,рельеф,4.0,40,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:09:47"," 354:18:53.44"," 01:03:00"," -00:30:00"," 199:46:48.00"," 52:36:18.74243"," 41:26:40.00131",123.7540,18808.9113," 350:55:34.91075",0.0000,,,,,,,0:0:6
453,pt1549,877883.2723,2107461.8707,123.9419," 52:36:18.81911"," 41:26:39.39018",132.2185,,,,,,,2.0922,0.0329,0.0244,0.0410,0.0663,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 14:36:48.0,2022-02-02 14:36:48.0,2022-02-02 11:36:48.0,2022-02-02 11:36:48.0,рельеф,3.0,36,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:22:27"," 69:47:00.18"," -00:30:00"," 01:16:48"," 138:27:00.00"," 52:36:18.81912"," 41:26:39.39018",123.9419,18804.7531," 350:57:35.35994",0.0000,,,,,,,0:0:0
454,pt1550,877890.3534,2107454.7155,123.9577," 52:36:19.04807"," 41:26:39.00977",132.2343,,,,,,,2.0922,0.0331,0.0215,0.0395,0.0604,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 14:37:15.0,2022-02-02 14:37:15.0,2022-02-02 11:37:15.0,2022-02-02 11:37:15.0,посадгр,5.0,38,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:18:17"," 41:33:31.96"," 00:12:00"," -00:13:48"," 270:33:00.00"," 52:36:19.04808"," 41:26:39.00977",123.9577,18796.6365," 350:58:40.69483",0.0000,,,,,,,0:0:0
455,pt1551,877879.9989,2107452.7308,123.9969," 52:36:18.71305"," 41:26:38.90460",132.2735,,,,,,,2.0922,0.0326,0.0199,0.0381,0.0561,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 14:37:37.0,2022-02-02 14:37:37.0,2022-02-02 11:37:37.0,2022-02-02 11:37:37.0,посадгр,2.0,35,28,1.2000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:05:46"," 337:45:46.67"," 00:46:48"," 00:46:12"," 113:07:48.00"," 52:36:18.71306"," 41:26:38.90460",123.9969,18806.5519," 350:59:20.00361",0.0000,,,,,,,0:0:0
456,pt1552,877877.3612,2107446.8806,123.8102," 52:36:18.62762"," 41:26:38.59381",132.0868,,,,,,,2.0922,0.0194,0.0126,0.0231,0.0010,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:38:00.0,2022-02-02 14:38:02.0,2022-02-02 11:38:00.0,2022-02-02 11:38:02.0,рельеф,2.0,38,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:58:05"," 46:41:54.04"," -01:19:12"," 01:27:36"," 94:35:24.00"," 52:36:18.62763"," 41:26:38.59381",123.8102,18808.2425," 351:00:27.90228",0.0000,,,,,,,0:0:2
457,pt1553,877874.3238,2107448.6243,123.5107," 52:36:18.52938"," 41:26:38.68656",131.7873,,,,,,,2.0922,0.0035,0.0028,0.0045,0.0056,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:38:17.0,2022-02-02 14:38:19.0,2022-02-02 11:38:17.0,2022-02-02 11:38:19.0,рельеф,2.0,37,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:54:49"," 349:53:46.85"," 00:04:48"," 00:54:36"," 84:55:12.00"," 52:36:18.52940"," 41:26:38.68656",123.5107,18811.5164," 351:00:14.22273",0.0000,,,,,,,0:0:2
458,pt1554,877868.8760,2107446.6550,123.4192," 52:36:18.35311"," 41:26:38.58207",131.6958,,,,,,,2.0922,0.0293,0.0234,0.0375,0.0600,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 14:38:43.0,2022-02-02 14:38:43.0,2022-02-02 11:38:43.0,2022-02-02 11:38:43.0,рельеф,4.0,38,32,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:33:54"," 353:56:15.11"," 02:33:36"," 00:09:36"," 170:21:36.00"," 52:36:18.35312"," 41:26:38.58207",123.4192,18816.5898," 351:00:44.88326",0.0000,,,,,,,0:0:0
459,pt1555,877868.7464,2107443.6070,123.9702," 52:36:18.34886"," 41:26:38.42011",132.2468,,,,,,,2.0922,0.0017,0.0010,0.0020,0.0026,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:39:10.0,2022-02-02 14:39:12.0,2022-02-02 11:39:10.0,2022-02-02 11:39:12.0,опжб 310 л9-90,2.0,37,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:07:28"," 300:47:53.53"," 00:48:36"," -00:46:48"," 164:43:12.00"," 52:36:18.34887"," 41:26:38.42011",123.9702,18816.2398," 351:01:18.10850",0.0000,,,,,,,0:0:2
460,pt1556,877868.4810,2107443.9896,123.9241," 52:36:18.34028"," 41:26:38.44045",132.2007,,,,,,,2.0922,0.0462,0.0361,0.0587,0.1001,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 14:40:45.0,2022-02-02 14:40:45.0,2022-02-02 11:40:45.0,2022-02-02 11:40:45.0,1.75 4.83 5.94,2.0,39,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:38:24"," 202:36:45.23"," -03:10:12"," -01:47:24"," 173:08:24.00"," 52:36:18.34030"," 41:26:38.44045",123.9241,18816.5618," 351:01:14.41936",0.0000,,,,,,,0:0:0
461,pt1557,877870.1461,2107441.2342,123.6895," 52:36:18.39410"," 41:26:38.29399",131.9661,,,,,,,2.0922,0.0583,0.0452,0.0738,0.1258,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 14:41:21.0,2022-02-02 14:41:21.0,2022-02-02 11:41:21.0,2022-02-02 11:41:21.0,рельеф,2.0,38,32,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:27:35"," 52:32:33.94"," 00:31:48"," 01:21:36"," 163:49:48.00"," 52:36:18.39412"," 41:26:38.29399",123.6894,18814.4880," 351:01:41.40938",0.0000,,,,,,,0:0:0
462,pt1558,877874.2377,2107436.4653,123.9076," 52:36:18.52639"," 41:26:38.04046",132.1842,,,,,,,2.0922,0.0656,0.0504,0.0827,0.1403,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 14:41:37.0,2022-02-02 14:41:37.0,2022-02-02 11:41:37.0,2022-02-02 11:41:37.0,рельеф,2.0,37,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:43:02"," 184:07:28.43"," -00:32:24"," 01:37:48"," 255:48:00.00"," 52:36:18.52640"," 41:26:38.04046",123.9076,18809.7024," 351:02:26.06851",0.0000,,,,,,,0:0:0
463,pt1559,877889.4583,2107436.1130,123.9705," 52:36:19.01878"," 41:26:38.02130",132.2471,,,,,,,2.0922,0.0863,0.0572,0.1036,0.1719,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 14:42:00.0,2022-02-02 14:42:00.0,2022-02-02 11:42:00.0,2022-02-02 11:42:00.0,рельеф,3.0,36,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:17:52"," 175:20:25.48"," -00:11:24"," 02:17:24"," 260:36:00.00"," 52:36:19.01879"," 41:26:38.02130",123.9705,18794.6124," 351:02:03.87289",0.0000,,,,,,,0:0:0
464,pt1560,877899.6606,2107436.7358,123.9644," 52:36:19.34884"," 41:26:38.05409",132.2410,,,,,,,2.0922,0.0986,0.0622,0.1166,0.1907,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 14:42:17.0,2022-02-02 14:42:17.0,2022-02-02 11:42:17.0,2022-02-02 11:42:17.0,рельеф,2.0,34,29,1.2000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 13:04:52"," 200:06:15.90"," -03:39:00"," 12:34:12"," 274:10:12.00"," 52:36:19.34886"," 41:26:38.05409",123.9644,18784.6320," 351:01:39.65877",0.0000,,,,,,,0:0:0
465,pt1561,877916.4328,2107444.4681,124.2122," 52:36:19.89158"," 41:26:38.46449",132.4888,,,,,,,2.0922,0.0650,0.0310,0.0720,0.0848,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 14:43:14.0,2022-02-02 14:43:14.0,2022-02-02 11:43:14.0,2022-02-02 11:43:14.0,опжб 310 л9-89,2.0,37,30,1.2000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 04:54:15"," 104:06:47.23"," -01:31:48"," -04:39:36"," 32:15:00.00"," 52:36:19.89159"," 41:26:38.46449",124.2122,18769.2726," 350:59:46.97442",0.0000,,,,,,,0:0:0
466,pt1562,877916.4850,2107444.6727,124.1320," 52:36:19.89327"," 41:26:38.47536",132.4086,,,,,,,2.0922,0.0224,0.0135,0.0262,0.0352,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 14:44:43.0,2022-02-02 14:44:43.0,2022-02-02 11:44:43.0,2022-02-02 11:44:43.0,1.55 5.74 7.09,3.0,35,29,1.2000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 11:49:47"," 198:53:10.45"," 11:25:48"," -03:04:12"," 34:01:48.00"," 52:36:19.89328"," 41:26:38.47536",124.1320,18769.2534," 350:59:44.66399",0.0000,,,,,,,0:0:0
467,pt1563,877893.7462,2107434.0322,123.9294," 52:36:19.15746"," 41:26:37.91060",132.2060,,,,,,,2.0922,0.0005,0.0008,0.0009,0.0020,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:45:32.0,2022-02-02 14:45:34.0,2022-02-02 11:45:32.0,2022-02-02 11:45:34.0,рельеф,2.0,39,31,1.2000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:59:03"," 215:37:48.28"," -01:36:36"," 01:09:36"," 251:24:36.00"," 52:36:19.15747"," 41:26:37.91060",123.9294,18790.0529," 351:02:19.10075",0.0000,,,,,,,0:0:2
468,pt1564,877893.6140,2107424.4305,123.9445," 52:36:19.15301"," 41:26:37.40039",132.2211,,,,,,,2.0922,0.0042,0.0014,0.0045,0.0041,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:45:53.0,2022-02-02 14:45:55.0,2022-02-02 11:45:53.0,2022-02-02 11:45:55.0,подошва,2.0,38,30,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:06:13"," 207:22:17.66"," -03:06:00"," -00:09:00"," 204:36:00.00"," 52:36:19.15303"," 41:26:37.40039",123.9445,18788.6901," 351:04:03.45245",0.0000,,,,,,,0:0:2
469,pt1565,877890.0810,2107422.8250,123.8097," 52:36:19.03869"," 41:26:37.31518",132.0863,,,,,,,2.0922,0.0026,0.0020,0.0033,0.0025,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 14:46:04.0,2022-02-02 14:46:06.0,2022-02-02 11:46:04.0,2022-02-02 11:46:06.0,подошва,3.0,38,30,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 05:31:36"," 18:57:42.82"," 02:32:24"," 04:54:36"," 136:15:00.00"," 52:36:19.03870"," 41:26:37.31518",123.8097,18791.9316," 351:04:26.88338",0.0000,,,,,,,0:0:2
